Subject,Movement_sequence,Movement_repetition,Movement_orientation,Xsens_recording_name,Xsens_comment,,Heure Xsens,Time diff,Pupil time,Pupil_folder,Pupil_recording_name,labeled,Expertise,Picture_face,Picture_side,max_threshold_acceleration,air_time_threshold,Xsens_jump_idx,Pupil_jump_idx,Pupil_frames_zero,Xsens_frames_zero,Treatment,,State,Twist_side,Notes
AlLe,41/ 42/,0 0,1 -1,AlLe_08,AlLe_41_42_1,test01-008,11:12:07,0:00:53,11:13:00,2021-10-24_11-13-00-861c7e00,d3c6f194_0.0-16.323,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,230 430,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_09,AlLe_41_42_2,test01-009,11:12:44,0:00:53,11:13:37,2021-10-24_11-13-37-4765976a,ae3be88d_0.0-18.179,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,200 400,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_10,AlLe_41_42_3,test01-010,11:13:13,0:00:53,11:14:06,2021-10-24_11-14-06-b4b3961b,e5cfda96_0.0-18.71,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,160 360,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_11,AlLe_41_42_4,test01-011,11:13:41,0:00:53,11:14:34,2021-10-24_11-14-34-3c056f81,4e5eacec_0.0-18.86,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,150 350,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_12,AlLe_41_42_5,test01-012,11:14:09,0:00:53,11:15:02,2021-10-24_11-15-02-f4740f05,3747d6d9_0.0-20.407,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,100 300,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_13,AlLe_41_42_6,test01-013,11:16:55,0:00:53,11:17:48,2021-10-24_11-17-48-fd8ee632,f278a18e_0.0-18.836,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,250 450,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_14,AlLe_41_42_7,test01-014,11:17:55,0:00:53,11:18:48,2021-10-24_11-18-48-d8b3b227,aaedb4cf_0.0-19.066,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,280 480,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_15,AlLe_41_42_8,test01-015,11:18:30,0:00:53,11:19:23,2021-10-24_11-19-23-c0bd9df8,89246cd4_0.0-17.929,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,80 280,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_16,AlLe_41_42_9,test01-016,11:18:58,0:00:53,11:19:51,2021-10-24_11-19-51-7c27d95a,a4b46822_0.0-19.706,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,120 320,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_17,AlLe_41_42_10,test01-017,11:19:29,0:00:53,11:20:22,2021-10-24_11-20-22-1174c525,2aa3ec19_0.0-19.662,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,80 280,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_18,AlLe_41_42_6,test01-018,11:19:59,0:00:53,11:20:52,2021-10-24_11-20-52-5e547669,77ace024_0.0-21.957,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,0 200,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_19,AlLe_41_42_7,test01-019,11:20:35,0:00:53,11:21:28,2021-10-24_11-21-28-2a1ec8dd,6354f85b_0.0-18.571,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,80 280,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_20,AlLe_41_42_8,test01-020,11:21:01,0:00:53,11:21:54,2021-10-24_11-21-54-58af96c0,af6fa62d_0.0-21.132,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,80 280,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_21,AlLe_41_42_9,test01-021,11:21:31,0:00:53,11:22:24,2021-10-24_11-22-24-428b86e1,4538356d_0.0-18.408,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,150 350,,,OK,G,
AlLe,41/ 42/,0 0,1 -1,AlLe_22,AlLe_41_42_10,test01-022,11:21:59,0:00:53,11:22:52,2021-10-24_11-22-52-a1261b1e,054fd514_0.0-19.572,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,150 350,,,OK,G,
AlLe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,AlLe_23,AlLe_4-o_41o_haut_1,test01-023,11:28:36,0:00:53,11:29:29,2021-10-24_11-29-29-7b27482a,5dde7be5_0.0-34.685,,SubElite,IMG_7402.JPG,IMG_7403.JPG,3,0.25,4 5 6 7 8,0 1 2 3 4,,300 370,,,OK,G,
AlLe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,AlLe_24,AlLe_4-o_41o_haut_2,test01-024,11:29:39,0:00:53,11:30:32,2021-10-24_11-30-32-5c3d0dbe,de5df385_0.0-35.783,Yes,SubElite,IMG_7402.JPG,IMG_7403.JPG,,,2 3 4 5 6 7,1 2 3 4 5 6,,130 330,,,OK,G,
ReAu,8-1o 8--o 8-1o 8--o 8-1o 8--o 8-1o 8--o 8-1o 8--o,0 0 1 1 2 2 3 3 4 4,1 -1 -1 1 1 -1 -1 1 1 -1,,,,,,,2021-10-30_15-05-52-0d1db8f3,e1743706_0.0-37.979,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,1 -1 -1 1 1 -1 -1 1 1 -1,,,,,,,2021-10-30_15-12-26-a16d4203,559e8104_0.0-36.553,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,1 -1 -1 1 1 -1 -1 1 1 -1,,,,,,,2021-10-30_15-13-27-e21ded9a,bf3719f7_0.0-37.274,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o 822/,0 0 0,1 1 -1,,,,,,,2021-10-30_15-15-06-121e80a6,70f8fb40_0.0-31.824,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o 822/,0 0 0,1 1 -1,,,,,,,2021-10-30_15-15-55-afad05fc,b3c74049_0.0-27.957,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o,0 0,1 1,,,,,,,2021-10-30_15-16-52-bab8799a,e84ab96b_0.0-26.511,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o 822/,0 0 0,1 1 -1,,,,,,,2021-10-30_15-18-04-9c146a11,590cbcd1_0.0-27.434,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o 822/,0 0 0,1 1 -1,,,,,,,2021-10-30_15-19-02-ac8fb173,6578cac4_0.0-34.684,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-1o 822/,0 0 0,1 1 -1,,,,,,,2021-10-30_15-19-54-946de9e3,d422115e_0.0-27.485,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,,,,,,,2021-10-30_15-24-59-5f69ea5e,03fbecfa_0.0-35.301,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o,0 0 1 1 2 2 3 3 4 4 5,1 1 -1 -1 1 1 -1 -1 1 1 -1,,,,,,,2021-10-30_15-26-04-9e36bf17,7ea79dee_0.0-27.933,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,8-1< 811< 8-1<,0 0 1,1 -1 -1,,,,,,,2021-10-30_15-29-13-6dd8a63c,af10758d_0.0-33.151,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,8-1< 811< 8-1< 811< 8-1< 811< 8-1< 811< 8-1< 811<,0 0 1 1 2 2 3 3 4 4,1 -1 -1 1 1 -1 -1 1 1 -1 ,,,,,,,2021-10-30_15-30-35-08347134,45813425_0.0-44.166,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 8-3< 4-/ 8-3< 4-/ 8-3< 4-/ 8-3< 4-/ 8-3<,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,,,,,,,2021-10-30_15-34-12-ae9bbb54,197232fe_0.0-41.613,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,,,,,,,2021-10-30_15-37-04-1a4aeeb1,906bfdd2_0.0-44.162,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,,,,,,,2021-10-30_15-39-41-acd1e1ec,bd873181_0.0-35.536,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 831<,0 0,1 -1,,,,,,,2021-10-30_15-43-05-ed12af57,32bd320b_0.0-24.897,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 831<,0 0,1 -1,,,,,,,2021-10-30_15-44-10-464a5731,01f14d13_0.0-27.052,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 831<,0 0,1 -1,,,,,,,2021-10-30_15-47-00-21e373f6,919ce745_0.0-22.628,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 831<,0 0,1 -1,,,,,,,2021-10-30_15-47-35-f7bdf8d1,9201d3ca_0.0-24.482,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
ReAu,41/ 831<,0 0,1 -1,,,,,,,2021-10-30_15-48-44-8689f1e5,955b1721_0.0-25.261,Mat,Elite,IMG_7408.JPG,IMG_7409.JPG,,,,,,,,,,,None
JoBu,41/ 42/ 41/ 42/ 41/ 42/ 41/,0 0 1 1 2 2 3,1 -1 -1 1 1 -1 -1,JoBu_01,41_42_haut,test01-001,12:57:26,0:09:28,13:06:54,2021-11-06_13-06-54-983ccb92,ca3a1c24_0.0-37.929,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,3.5,0.25,3 4 5 6 7 8 9,0 1 2 3 4 5 6,,1700 1900,,,OK,G,
JoBu,41/ 42/ 41/ 42/,0 0 1 1,1 -1 -1 1,JoBu_02,42_42_haut_2,test01-002,12:58:26,0:09:28,13:07:54,2021-11-06_13-07-54-e9061c34,57b09e86_0.0-32.565,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,3.5,0.25,3 4 5 6 7 8 9,1 2 3 4 5 6 7,,250 350,,,OK,G,
JoBu,4-o 41o 4-o 41o 4-o 41/ 4-o 41o 4-o 41o,0 0 1 1 2 0 3 2 4 3,1 1 -1 -1 1 1 -1 -1 1 1,JoBu_03,4-o_41o_1,test01-003,13:00:04,0:09:28,13:09:32,2021-11-06_13-09-32-547dc3cb,08b00ad6_0.0-40.779,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6,0 1 2 3 4 5 6,,130 330,,,OK,G,
JoBu,4-/,0,1,JoBu_04,4-_43_1,test01-004,13:01:37,0:09:28,13:11:05,2021-11-06_13-11-05-4c816cc9,61c20b97_0.0-28.929,,SubElite,IMG_7417.JPG,IMG_7415.JPG,5.5,0.25,2 3 4 5 6 7 8 9 10,0 1 2 3 4 5 6 7 8,,270 470,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_05,4-_43_2,test01-005,13:03:27,0:09:28,13:12:55,2021-11-06_13-12-55-df4f5f0a,2626f8e3_0.0-25.854,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,5,0.25,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7,,420 620,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_06,4-_43_3,test01-006,13:04:02,0:09:28,13:13:30,2021-11-06_13-13-30-b274611b,044c9910_0.0-25.246,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,5,0.25,0 1 2 3 4 5 6,0 1 2 3 4 5 6,,130 530,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_07,4-_43_4,test01-007,13:04:40,0:09:28,13:14:08,2021-11-06_13-14-08-6b6ad721,dcee2d98_0.0-25.107,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,5,0.25,0 1 2 3 4 5 6,0 1 2 3 4 5 6,,120 320,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_08,4-_43_5,test01-008,13:05:14,0:09:28,13:14:42,2021-11-06_13-14-42-21d1a55e,cdd95b2c_0.0-25.626,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,5,0.25,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7,,250 450,,,OK,G,
JoBu,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,JoBu_09,4-o_41o_1,test01-009,13:08:15,0:09:28,13:17:43,2021-11-06_13-17-43-22b5ac14,90a3547c_0.0-35.681,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3,0 1 2 3,,470 670,,,OK,G,
JoBu,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/,0 0 1 1 2 2 3 3 4,1 -1 -1 1 1 -1 -1 1 1,JoBu_10,41_42_1,test01-010,13:09:32,0:09:28,13:19:00,2021-11-06_13-19-00-63745bdc,de035f64_0.0-37.556,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,5,0.4,0 1 2 3 4 5 6,0 1 2 3 4 5 6,,600 800,,,OK,G,
JoBu,41/ 42/,0 0,1 -1,JoBu_11,41_42_2,test01-011,13:10:32,0:09:28,13:20:00,2021-11-06_13-20-00-2040c1f6,170add45_0.0-26.848,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6,0 1 2 3 4 5 6,,200 400,,,OK,G,
JoBu,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,JoBu_12,4-_43_1,test01-012,13:11:23,0:09:28,13:20:51,2021-11-06_13-20-51-28327ff5,f2627d56_0.0-34.562,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,2 3 4 5,0 1 2 3,,210 410,,,OK,G,
JoBu,4-/,0,1,JoBu_13,4-o_41o_1,test01-013,13:12:36,0:09:28,13:22:04,2021-11-06_13-22-04-e2808bba,53347e3d_0.0-19.89,,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,1 2 3 4 5,0 1 2 3 4,,470 670,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_14,4-o_41o_2,test01-014,13:13:31,0:09:28,13:22:59,2021-11-06_13-22-59-f2634619,d5d215b8_0.0-27.254,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,1 2 3 4 5 6 7 8,0 1 2 3 4 5 6 7,,350 550,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_15,4-o_41o_3,test01-015,13:14:07,0:09:28,13:23:35,2021-11-06_13-23-35-ae5e8487,e403452c_0.0-28.726,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6 7 8,0 1 2 3 4 5 6 7 8,,150 350,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_16,4-o_41o_4,test01-016,13:14:56,0:09:28,13:24:24,2021-11-06_13-24-24-27d6702e,0cac3475_0.0-30.132,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8,,500 700,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_17,4-o_41o_5,test01-017,13:15:34,0:09:28,13:25:02,2021-11-06_13-25-02-5d74842a,654d24ac_0.0-26.982,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7,,40 240,,,OK,G,peut etre rerun
JoBu,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,JoBu_18,4-o_41o_haut_1,test01-018,13:19:26,0:09:28,13:28:54,2021-11-06_13-28-54-6bb9fda7,6259c9fc_0.0-41.233,,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6 7,0 1 2 3 4 5 6 7,,40 240,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_19,4-_43_1,test01-019,13:20:39,0:09:28,13:30:07,2021-11-06_13-30-07-645520bd,baea2680_0.0-36.463,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8,,680 880,,,OK,G,
JoBu,4-/ 43/,0 0,1 1,JoBu_20,4-_43_2,test01-020,13:21:35,0:09:28,13:31:03,2021-11-06_13-31-03-8e122c70,bd6d95d3_0.0-29.085,Mat,SubElite,IMG_7417.JPG,IMG_7415.JPG,4,0.25,0 1 2 3 4 5 6 7 8,0 1 2 3 4 5 6 7 8,,150 350,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_01,LeJa_4-_43_1,test01-001,12:25:47,0:00:14,12:26:01,2021-11-13_12-26-01-54df4848,f414e478_0.0-19.028,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4,0.25,0 1 2 3 4 5,0 1 2 3 4 5,,600 800,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_02,LeJa_4-_43_2,test01-002,12:26:34,0:00:14,12:26:48,2021-11-13_12-26-48-5b861f44,34969d86_0.0-18.269,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4,0.5,2 3 4 5,1 2 3 4,,475 675,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_03,LeJa_4-_43_3,test01-003,12:27:12,0:00:14,12:27:26,2021-11-13_12-27-26-3be5b3be,06db2f29_0.0-19.142,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.5,0 1 2 3 4,0 1 2 3 4,,420 620,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_04,LeJa_4-_43_4,test01-004,12:27:50,0:00:14,12:28:04,2021-11-13_12-28-04-9974ad42,3e089f4a_0.0-19.005,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.25,,,,400 600,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_05,LeJa_4-_43_5,test01-005,12:28:32,0:00:14,12:28:46,2021-11-13_12-28-46-ef9e89db,2e3f2ecd_0.0-24.454,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,3.5,0.25,,,,550 750,,,OK,G,
LeJa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,LeJa_06,LeJa_4-_41_haut_1,test01-006,12:29:28,0:00:14,12:29:42,2021-11-13_12-29-42-05e4cd19,2fb17678_0.0-35.265,,SubElite,IMG_7432.JPG,IMG_7433.JPG,4,0.25,0 1 2 3 4 5 8,0 1 2 3 4 5 7,,0 140,,,OK,G,
LeJa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,LeJa_07,LeJa_4-_41_bas_1,test01-007,12:31:41,0:00:14,12:31:55,2021-11-13_12-31-55-cf4fcaeb,4e11f5cf_0.0-33.838,,SubElite,IMG_7432.JPG,IMG_7433.JPG,,,3 4,3 4,,50 250,,,OK,G,
LeJa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,LeJa_08,LeJa_4-_41_haut_2,test01-008,12:33:22,0:00:14,12:33:36,2021-11-13_12-33-36-ef9a9cb9,fb9b0d2a_0.0-33.566,,SubElite,IMG_7432.JPG,IMG_7433.JPG,3.5,0.5,5 6,3 4,,40 240,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_09,LeJa_41_42_1,test01-009,12:34:34,0:00:14,12:34:48,2021-11-13_12-34-48-4cd3574b,851f7748_0.0-32.748,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4.5,0.4,0 1 2 3 4 5,1 2 3 4 5 6,,620 820,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_10,LeJa_41_42_2,test01-010,12:36:07,0:00:14,12:36:21,2021-11-13_12-36-21-42446c69,c9e5541c_0.0-18.697,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,3.5,0.25,,,,350 550,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_11,LeJa_41_42_3,test01-011,12:36:46,0:00:14,12:37:00,2021-11-13_12-37-00-12080890,51077da6_0.0-19.172,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4,0.4,,,,375 575,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_12,LeJa_41_42_4,test01-012,12:37:20,0:00:14,12:37:34,2021-11-13_12-37-34-b26cce2f,602f9d75_0.0-19.925,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.25,,,,460 660,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_13,LeJa_41_42_5,test01-013,12:37:58,0:00:14,12:38:12,2021-11-13_12-38-12-fdbffe19,d4cd6b0e_0.0-20.932,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,3.5,0.25,1 2 3 4 5 6 7,0 1 2 3 4 5 6,,340 540,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_14,LeJa_4-_43_6,test01-014,12:41:53,0:00:14,12:42:07,2021-11-13_12-42-07-28be0d77,9945ce07_0.0-23.816,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4,0.5,0 1 2 3,1 2 3 4,,775 900,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_15,LeJa_4-_43_7,test01-015,12:42:34,0:00:14,12:42:48,2021-11-13_12-42-48-7d07f3c7,,,SubElite,IMG_7432.JPG,IMG_7433.JPG,,,,,,,,,,,Manque Pupil
LeJa,4-/,0,1,LeJa_16,LeJa_4-_43_8,test01-016,12:43:09,0:00:14,12:43:23,2021-11-13_12-43-23-ed6ca239,204429c4_0.0-119.087,,SubElite,IMG_7432.JPG,IMG_7433.JPG,,,,,,180 380,,,,,Chute
LeJa,4-/ 43/,0 0,1 1,LeJa_17,LeJa_4-_43_9,test01-017,12:45:38,0:00:14,12:45:52,2021-11-13_12-45-52-c6e32f41,074f65e7_0.0-18.92,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.5,1 2 3 4 5,0 1 2 3 4,,215 415,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_18,LeJa_4-_43_10,test01-018,12:46:13,0:00:14,12:46:27,2021-11-13_12-46-27-41d5ee64,3e1160f6_0.0-19.02,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4.5,0.5,0 1 2 3 4,0 1 2 3 4,,430 630,,,OK,G,
LeJa,4-/ 43/,0 0,1 1,LeJa_19,LeJa_4-_43_11,test01-019,12:46:50,0:00:14,12:47:04,2021-11-13_12-47-04-85c19888,4a7030c5_0.0-19.085,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.25,,,,420 620,,,OK,G,
LeJa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,LeJa_20,LeJa_4-_41_bas_2,test01-020,12:47:36,0:00:14,12:47:50,2021-11-13_12-47-50-b0b57688,6ac54c73_0.0-24.288,,SubElite,IMG_7432.JPG,IMG_7433.JPG,,,1,2,,180 380,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,,,,12:48:24,0:00:14,12:48:38,2021-11-13_12-48-38-f21723c9,42b9d9e6_0.0-23.609,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,,,,,,,,,,,Manque Xsens
LeJa,41/ 42/,0 0,1 -1,LeJa_22,LeJa_41_42_6,test01-022,12:55:37,0:00:14,12:55:51,2021-11-13_12-55-51-dc61ad55,a2a9d0ea_0.0-19.413,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,5,0.25,0 1 2 3 4,0 1 2 3 4,,430 630,,,OK,G,
LeJa,41/ 42/,0 0,1 -1,LeJa_23,LeJa_41_42_7,test01-023,12:56:28,0:00:14,12:56:42,2021-11-13_12-56-42-c4217979,29e4279c_0.0-19.534,Mat,SubElite,IMG_7432.JPG,IMG_7433.JPG,4.5,0.25,0 1 2 3 4 5,0 1 2 3 4 5,,400 600,,,OK,G,
